id,reviews,target
1856,검수안하시나봐요 팬티뒤에 하얀게 묻어있네요 택배는 말도 없이 경비실 맡겨놔서 온지도 몰랐구요 뻑뻑해서 입기 힘든듯합니다 편한걸 찾으시면 이건 아닌걸로,1
1857,침대 아래쪽에 놓았는데 아이아빠(날씨한편63키로전후)가 침대에서 나오면서 밟았는데 뚜껑이ㅠㅠ 구매 2개중 1개는 못쓰게 되었어요. 아이들은 괜찮아요.,2
1858,27송이를 해서 그런지 흐물떡거려서 장미랑 포장지랑 따로 놀아요 포장지가 장미를 다 감싸주지않아서 그냥 벗겨져요..; 장미는 예쁜데 만족하지 않습니다 포장이 너무 약해요,2
1859,니퍼의 칼날이 얇고 날카롭지 않고 두껍고 날카로워서 이걸로 큐티클 정리하면 나 같은 똥손은 손 엉망됨ㅠㅠ,2
1860,고급스럽고 이뻐요,5
1861,방수요라고 샀는데 시간지나니 스며들고 밑에 이불까지 스며들어요 이걸 방수요라고 샀다니;,1
1862,열탕소독도되고 사용해봤는데 너무 좋네요,5
1863,아기가 잘 사용하고 젖꼭지가 입에 맞아서 흐르지 않네요,5
1864,장난하나 프리사이즈같은소리하네 MEN's모자구만ㅡㅡ뒷부분 줄여도 크고 다줄이니깐 위에 붕뜨고 진짜 돈만버렸네 남동생이나줘야지 하,2
1865,머리끝이 많이 갈라져서 구매했습니다. 이미 갈라진 건 어쩔 수 없지만 뭔가 모발이 더 튼튼해지는 기분이네요 잘 쓰고 있습니다,5
1866,생각보다 너무 굵어요 ㅠ,1
1867,픽업 장소가 너무 멀어서 별로였습니다..,2
1868,배송은 느림 침실용 암박으로 구매하였는데 오늘 설치하여 효과는 아직 모르겠지만 맘에 듭니다,4
1869,맛 커피맛 없음 검은색 보리차맛 커피 대용이라는 말이 안어울림,2
1870,김치냉장고 뒤쪽이라 잘 안조이는데 길이도 길고 잘 사용하고 있습니다,5
1871,스티로폼이 너무 더러워요 이렇게 더러운 스티로폼은 처음봅니다. 밀도는 짱짱합니다. 단열재로 쓰시는 분들은 괜찮겠지만 저처럼 드러나게 사용하시는 분들은 더러운 얼룩때문에 고민 좀 하셔야 할 듯 하네요,2
1872,저렴한 가격에 배송도 빠르고 좋았어여,4
1873,배송 포장 상태 불량,2
1874,하이바 스쾃할 때 무릎 안정성이 떨어져서 구매했는데 확실히 다릅니다!,5
1875,기름이 너무많아요 다른부위로 사야겠어요,2
1876,재구매 아가들이 좋아해요. 계속 구매할예정이에요,5
1877,처음 사용때도 밧데리 물리자 100%였는데 방전되어 재충전해 사용했는데 두번째 역시 연결하자마자 방전이 되네요. 원래 그런지는 모르겠지만 일단 급할때 사용 못해서 별2개... 그것 외에는 괜찮은듯 합니다.,2
1878,코로나 때문에 구매했는데 그 외로도 여기저기 잘 사용하고 있어요~,5
1879,상당히 고급스럽습니다. 만족함,5
1880,주말에 잘 받고 설치 잘 헸습니다. 매번 답변 잘해주시고 감사합니다.,5
1881,친구 선물로 줬는데 너무 만족해요^_^,5
1882,제품은 역시 값어치 하는거라 믿고 구매했고 좋았어요ㆍ총4개 주문해서 그중 2개는 선물하려고 2개 포장비 드리고 주문했건만 포장박스 한개안에 3개 동시에 넣어 보내주셔서 뻥졌습니다ㅜ,2
1883,가격이 제일 나가는게 재질이 좋네요 배송은 빠릅니다,2
1884,회사형 소개로 루프트필터 소개받았는데 엄청나네요 가격대가 비싼듯?하다가 불스원 활성탄필터랑 비교해보면 가격대도 비슷하고 효과는 루프트가 더좋은거같아요,5
1885,배송도 느리고 옷도 별루,2
1886,오래가서 좋습니다~,4
1887,두개가 같이 묶여서 왔네여 케이스 깨져서 올까봐 걱정했는뎅 포장도 꼼꼼히 해주시고 또 구매하겠습니다,5
1888,피가안통해요 66사이즈인데 XL긴작아요,1
1889,배송기사님이 별로에요..,1
1890,재구매 장사에 많은 도움 주네요.,5
1891,사람이 먹을수있는건가요? 곱창안에서 터져 나오는 덩어리 같은건 먼가요?ㅠㅠ 최악입니다,1
1892,가성비짱짱 정말 무지무지 따듯하고 재질도 좋아요. 배송도 빠르고 올겨울 이거하나면 운동할때 걱정없을듯..,5
1893,다들 좋다 그래서 리뷰보고 구매 했는데.. 가족들 모임에 지인들 선물 주려고 산건데 10개의 크기 차이가 너무 많이 나네요 ... 가서 열기 민망하게 ... 크기도 비슷하다그래서 별 걱정없이 구매했는데.. 크기나 두께가 실망스럽네요..,2
1894,조카 백일선물로 주문했는데 배송도 빠르고 아이들이 너무 좋아하네요 저렴한 가격은 아니지만 받아보니 역시 좋다라고 생각이 드는 제품입니다,5
1895,"이염된다고 문의했는데 답장오는척하더니 구매확정 한적도없는데 확정되있고, 확정시킨이후로는 답도없네요? 사지마세요. 솔직히 그리고 엄청 티나요. 옷을안입으면 셰잎은예쁘지만 바지건 치마건 입고나면 뽕 자국 다보여요",1
1896,3개 구매했는데 1개 잘못보냈네요 ㅠ 고르고 고른건데...반품하고 다시받고 그러면 판매하시는분 손해 실것 같아 그냥 사용합니다. 부직포 같은 느낌인데 가격대비 인테리어 효과 있어요,2
1897,음.... 포장은좋은데 배송이 좀 느린게 아쉬웠어요 그래도 제품은 싸고 좋아요.. 구매하실분들참고하세요,2
1898,기다렸다 산 보람 있어요 캠린이는 마냥 좋네요,5
1899,만족스럽습니다 아직 사용한지 얼마 되지 않아서 자세한 결과는 모르지만그래도 조금씩 좋아지고 있는것 같습니다,4
1900,교환예정인데 좋습니다~~,5
1901,조아요 떨어지지않게재여둡니다,5
1902,재구매 배송도 빠르고 향도 너무 좋아요,5
1903,톤업은 되는데 너무 번들거리는 느낌,2
1904,크게 묵직하다거나 그런건 아니지만 먼지방지 차원에서 쓰기좋을것 같습니다ㅋ씻기도 편하구요~,5
1905,좋아요. 부모님 건강 생각해서 어버이날 선물로 드렸어요. 다음에 또 구매할게요^^ 우먼은 내년 9월까진데 맨은 내년 2월까지라서 조금 아쉽긴 하네요. 그렇지만 싸게 잘 샀습니다.,5
1906,일단 사이즈가 크지않고 적당해서 좋았고요~ 살짝무게감이 있어서 세워놨을때 중심을 잘잡아주네요 다만 유모차에 걸어봤는데 가방에 많이 넣지않았는데 찍찍이 한쪽이 자꾸 떨어지네요..,4
1907,너무 예뻐용~만족스럽습니다~!!,5
1908,샐러드용으로 자를때 편하게 사용하고 있습니다~^^,4
1909,비추입니다 넥라인이 많이 파져있고 소매들면 이너웨어가 다보이네요 주름도 엄청 잘생겨요... 제 몸이 이쁘지 않은 것도 사실이지만 저렴하게 사도 횡재할때가 있잖아요?? 이건 아니에요...집앞 슈퍼도 나갈까 말까ㅎㅎㅎ,2
1910,배소ㅗㅇ도 빠르구 좋아요,5
1911,편하네요.. 근데 3개써봤는데 하나는 불량이네요... 아쉽습니다.,2
1912,용량이 10000짜리가 맞는지 좀 의심스러워요 노트7 20퍼 충전했는데 1칸이 사라져버리네요 무선 연결되는데 시간도 좀 걸리고 유선충전하는데에도 충전기에서 무슨 소리가 나요 그래도 깔끔하고 사용하는데 별로 지장은 없습니다,2
1913,저렴한 가격에 구입 재구매 의사 있습니다,1
1914,폴대 가방을 찾아야겠어요 ㅎㅎ,5
1915,일단 제 가방에 잘 어울려서 좋아요 인쇄자체가 정교하진 않아요,5
1916,재구매 언제나 잘먹어요! 최고!,5
1917,예쁘게잘만들어주셨어요~ 오늘 두번째주문하려다 후기남기고 주문하러가요~,5
1918,오래 박혀있던거 주신듯,2
1919,아주아주 좋아요♡♡♡♡,5
1920,재구매 맛과 포장에서 만족도가 높아 재구매하였으나 마늘이 빠져있었습니다. 당일 받은 후 여행숙소에서 저녁에 확인하여 그냥 마늘없이 먹었네요. 앞으로 이런 일이 없도록 재료검수 꼼꼼히 부탁드립니다,2
1921,저렴한 가격에 먹을만 하지만 명태가 북어 불려놓은걸 무친듯 합니다 포장은 깔끔합니다,1
1922,매번쓰는제품입니다 너무편하고좋습니다,5
1923,훌룡합니다 만족감 좋습니다,5
1924,역시 예쁘네요... 아기물건은 실용적인게 최고라지만 예쁜것도 포기할 수가 없네요ㅋㅋ,5
1925,생각보다 재질이 더운 소재예뇨,5
1926,아직 먹어보진 않았지만 맛잇길 바래요. 포장상태 괜찮아요,4
1927,벨킨이라 믿었는데 ㅋㅋㅋ 역시.... 사자마자 충전했는데 안되네요 ㅋㅋㅋ 그지같.. ㅠㅠ 상품평에 잘 안된다는 말을 믿었어야하는데 반품귀찮아서ㅜㅜ그냥 다신 이딴거 사지마라는 교훈비로 하기로....,1
1928,삼겹살과 곁들여 먹으면 굿~~ 생와사비 사려던참에 마침.... 함께구매해서 좋았네요.,5
1929,화면크기나 화질 다 좋아욜~~,4
1930,가격대비 마감도 좋고 액션도 좋아요 만족합니다.,5
1931,배송은 조금 늦었지만 잘 쓰겠습니다 ^^,5
1932,올겨울 따뜻하게 잘 났습니다.,5
1933,만족도 200%,5
1934,배송 빠르고 튼튼해서 조아요,5
1935,별로에요 이제 안살거에요,2
1936,돈이 몇천원 하는것도 아닌데 포장상태가 진짜 짜증나내요,1
1937,아직 딸이 먹기전이지만 잘먹을것같아요ㅎ,5
1938,현관문옆에 홈바식으로 사용하는데 이뻐요 한가지 단점은 아래 수납할때 기둥때문에 박스같은게 못들어가요.. ㅜ,4
1939,사용하기 불편한 편이에요. 디자인은 맘에 들지만...,2
1940,설명처럼 시원하지는 않아요 너무 아쉽네요 그냥 일반 매트같은 느낌입니다 아이스 침대라 기대하고 구매했지만 전혀 상관없는 그냥 매쉬 매트 인것 같아요,2
1941,딱가격만큼인거같아요고무냄새가넘심하게나서집에두지를못하겠네요,2
1942,잘먹겟습니다 물건좋네요,5
1943,엄청편해요 완전 시원합니다,5
1944,가격만큼이네요 생각보다 흡수력은 별로인듯요,2
1945,생각보다 배송이 빠른점 . 이유불문하고 아이언맨이라는것!,5
1946,물건은 잘 받았고요~ 지지대가 총8군데 들어가는 것으로 알고 있는데 지지대포켓이 7군데고 한군데는 포켓이 없어요 그래서 지지대를 넣을곳이 없어요~ 어떻게 해야될지 난감하네요~,2
1947,구성이 좋아요^^ 잘볼게요~,5
1948,배송빠르고 연기도 많이 안나고 라이터로 잘붙네요 잘샀어요,4
1949,비누와 붙었어요,2
1950,모자가 저한테는 조금 큰데 편하게 쓰는 용도로 써야겠습니다.,2
1951,저는 도저히 취향이 아니라 거의 못먹었어요 가시때문에 뱉고 물컹한 식감에 뱉고 느끼하고 장어특유의 냄새때문에 뱉고 신선했지만 저는 도저히 못먹겠네요 장어도 호불호가 갈리는 음식이네요ᆢ,1
1952,대츠껍질의 쓴맛아린맛같은게 나요 .먹기가 역한데..독성있는건 아닌지 염렷 러워요 ㅠㅠ 한번먹고 안먹었는데 맛있게 먹는 팁좀 알려주세요ㅠㅠ,2
1953,배송이 한달 가까이나 걸렸네요,2
1954,크기가 너무 작아요,1
1955,온가족 다이어트 하려고 구입했어요 배송빠르고 좋아요,5
1956,상품이 새서 와서 택배 아저씨가 박스 갈아서 다시보내주셨대요...갈은 박스는 심각하게 젖은건 아니었지만 안깨지게 뽁뽁이라도 싸서 보내주셔야할것같아요,2
1957,좋아요 항상 먹네요,5
1958,사은품으로 주신 콜라겐도 먹어봐야겠어요 그전에 가루콜라겐으로 먹다가 지금은 젤리형태로 먹고 있는데 보내주신 가루콜라겐도 먹어보구 좋으면 바꿔야겠어요,5
1959,잘받았습니다 요번엔 배송이 좀 늦었네요,4
1960,자동 등록이라고 좀 상품설명에 있어으면 쓸데없는 곳에 등록 되었음 최악,2
1961,내용물 빼고는 다 그럭저럭이예요. 선물 포장이 그냥 쇼핑백 하나네요,2
1962,크기가쓰기적당해서 좋아요,5
1963,발들어 가는 입구가 작아 잘 안들어가 신기 불편,2
1964,구매하고 일주일정도 써본후기 사고나서 일주일정도는 써봤는데 일단 성능은 만족합니다 허브나 다른 기능은 써보진 않았는데 속도는 정말 빠르고 만족합니다,4
1965,지금 사용하고 있는 물컵인데요 물도 안새고 너무 좋아요. 리필 제품을 교환해서 잘 쓰고 있어요,5
1966,ㅣ한폭더7ㅊㆍ잎뻐요한폭더7ㅊㆍ잎뻐요,1
1967,휴대폰 고정후 라이딩하면나사가 풀려서 덜렁덜렁함~ 꼭 조으려고하나 렌치와 나사가 잘앉맞아 헛돔~ 그래서 꼭 좋을수가없음,1
1968,일단 옷걸이 방향이 사용하기 불편해요. 숫자2 모양으로 생겨야 하는데 반대로 되어 있네요.,1
1969,마트에서 산것보다 두께도 두껍고 매수도 많아서 저럼하게 잘산거 같아요 앞으로도 필요하면 이 제품으로 사야겠어요,5
1970,설치 할 시간이 없어서 그냥 썼는데요.. 밑부분이 기울어져 커팅되어서 짧게 왔고여 다행히 잘라서 써서 사이즈가 맞아서 다행이 썻고요.. 그리고 뽁뽁이 시켰는데 비닐로 왓구요 참~ 암담했어요.. 그냥그냥 붙여서 썼어요...,1
1971,생각보다 좋아서 좋았습니다,5
1972,아기 이유식 시작하는데 필요했는데 친구 추천으로 사봤네요~ 좋은거 같아요,5
1973,상품은 맘에드는데 배송측의 실수인가 판매측에 실수인가 찌그러져서 왔네요. 구부러진곳 피해서 달면 달리긴하는데 영 껄끄럽네요. 교환 귀찮아서 그냥 쓸랍니다. 다른 구매자분들한테는 이런 실수 하지 않으셨으면..,2
1974,"제발 상세 제품 설명 말고 상품명안에 마인크래프트 정품 Window 10 에디션 /자바 에디션x 라고 꼭 써주세요 이미지,리뷰,상품상세설명 읽어봐도이해 안가는데 제 지인이나 저 포함해서 자바 에디션 인줄 알고 산사람은 3명입니다",1
1975,2.5키로로 달라니까 1.25키로짜리도 넣었구만요. 두세트시켰는데 둘다. 돈좀 더주고 다른거 살걸 후회중입니다. 허접함,2
1976,맛이 좋아요 이거 쟁여두고 먹어요,5
1977,맛좋아요 소스로 딱이네요,5
1978,아침에 한끼로 아주 좋네요,5
1979,빨리와써요 ㅎㅎ,5
1980,그냥 이건 믿고 씁니다ㅏ.,5
1981,양도 굉장히 많고 맛도 좋아요,4
1982,편한 맛이 없네요~~~ 편하고 싶어요,2
1983,고기랑 건두부랑 너무 적게 들어 있더라구요 그리고 짜요,2
1984,비린내나고요. 조리된지 오래된느낌들었어요.,2
1985,상품은 너무 좋아요 배송이 늦어도 너무 늦어요 ㅠㅠ,2
1986,사이즈 맞아서 세탁후 바로 정리했답니다 까슬까슬 깔끔하니 좋아요,5
1987,고작 4미터 정도 떨여졌을뿐인데.. 인터넷 느리구.. 다운속도 느리고 겜은 머 말할필요도 없겟네요.. 별루입니다. 차라리 그냥 랜선 긴걸 살걸 하고 후회중입니다.,1
1988,어플이 업데이트가 된건지.. 로그인도안되고 어플은 아예활용을못하네요 그냥 벨소리만 듣습니다,2
1989,재구매 아기가 잘 먹어서 또 구매했어요~~,5
1990,완제품이라 사용하기편하고 좋습니다,5
1991,등드름이좋아지길바래요~,5
1992,잘받았습니다~~감사합니디~,4
1993,색이 샌드탄이아니라 연한 주황색이네요,2
1994,진짜 잘안됨 화나요.,1
1995,크니까 건스미스라면 하나는 가지고있어야함. 왜냐? 크니까,2
1996,목부분이 넓긴하네요 디자인은 이뻐요,2
1997,재구매 맛이 아주 괜찮음. 반미 샌드위치에 잘 어울림,4
